ticker,title,description,publishedAt,url,sentiment_label,sentiment_score,sentiment_compound
AAPL,"Nvidia to report Q4 earnings Wednesday as tariff, export control threats loom",Nvidia will report its Q4 earnings after the bell on Wednesday.,2025-02-24T09:00:09Z,https://finance.yahoo.com/news/nvidia-to-report-q4-earnings-wednesday-as-tariff-export-control-threats-loom-090009145.html,NEUTRAL,0.9999767541885376,0
AAPL,Dale Q Rice Investment Management Ltd Makes New $55.17 Million Investment in Apple Inc. (NASDAQ:AAPL),"Dale Q Rice Investment Management Ltd acquired a new stake in Apple Inc. (NASDAQ:AAPL – Free Report) in the fourth quarter, Holdings Channel reports. The institutional investor acquired 220,298 shares of the iPhone maker’s stock, valued at approximately $55,1…",2025-02-24T08:49:19Z,https://www.etfdailynews.com/2025/02/24/dale-q-rice-investment-management-ltd-makes-new-55-17-million-investment-in-apple-inc-nasdaqaapl/,NEUTRAL,0.9999791383743286,0
AAPL,Christensen King & Associates Investment Services Inc. Sells 188 Shares of Apple Inc. (NASDAQ:AAPL),"Christensen King & Associates Investment Services Inc. decreased its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.5% in the fourth quarter, HoldingsChannel reports. The firm owned 12,135 shares of the iPhone maker’s stock after selling 18…",2025-02-24T08:49:19Z,https://www.etfdailynews.com/2025/02/24/christensen-king-associates-investment-services-inc-sells-188-shares-of-apple-inc-nasdaqaapl/,NEUTRAL,0.9500507712364197,0
AAPL,Apple Inc. (NASDAQ:AAPL) Shares Acquired by Shira Ridge Wealth Management,"Shira Ridge Wealth Management boosted its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.3% during the 4th quarter, Holdings Channel reports. The fund owned 29,670 shares of the iPhone maker’s stock after acquiring an additional 91 shares during the …",2025-02-24T08:49:17Z,https://www.etfdailynews.com/2025/02/24/apple-inc-nasdaqaapl-shares-acquired-by-shira-ridge-wealth-management/,NEUTRAL,0.7748889327049255,0
AAPL,"Hart & Patterson Financial Group LLC Has $895,000 Holdings in Apple Inc. (NASDAQ:AAPL)","Hart & Patterson Financial Group LLC lessened its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 5.1% during the fourth quarter, according to the company in its most recent Form 13F filing with the SEC. The firm owned 3,574 shares of the iPho…",2025-02-24T08:49:17Z,https://www.etfdailynews.com/2025/02/24/hart-patterson-financial-group-llc-has-895000-holdings-in-apple-inc-nasdaqaapl/,NEUTRAL,0.9930672645568848,0
AAPL,Apple Inc. (NASDAQ:AAPL) Stock Holdings Boosted by Horizon Bancorp Inc. IN,"Horizon Bancorp Inc. IN lifted its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.8% in the 4th quarter, Holdings Channel reports. The fund owned 4,970 shares of the iPhone maker’s stock after buying an additional 86 shares during the perio…",2025-02-24T08:49:16Z,https://www.etfdailynews.com/2025/02/24/apple-inc-nasdaqaapl-stock-holdings-boosted-by-horizon-bancorp-inc-in/,NEUTRAL,0.9963153004646301,0
AAPL,Apple Inc. (NASDAQ:AAPL) Shares Sold by AAFMAA Wealth Management & Trust LLC,"AAFMAA Wealth Management & Trust LLC cut its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 13.0% in the 4th quarter, HoldingsChannel.com reports. The fund owned 16,379 shares of the iPhone maker’s stock after selling 2,437 shares during the qua…",2025-02-24T08:49:15Z,https://www.etfdailynews.com/2025/02/24/apple-inc-nasdaqaapl-shares-sold-by-aafmaa-wealth-management-trust-llc/,NEUTRAL,0.9999363422393799,0
AAPL,Exeter Financial LLC Has $10.89 Million Stake in Apple Inc. (NASDAQ:AAPL),"Exeter Financial LLC lessened its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.1% in the fourth quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The institutional investor owned 43,47…",2025-02-24T08:49:14Z,https://www.etfdailynews.com/2025/02/24/exeter-financial-llc-has-10-89-million-stake-in-apple-inc-nasdaqaapl/,NEUTRAL,0.996944010257721,0
AAPL,Apple Inc. (NASDAQ:AAPL) Stake Lessened by Armstrong Henry H Associates Inc.,"Armstrong Henry H Associates Inc. reduced its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.0% during the 4th quarter, HoldingsChannel reports. The fund owned 63,885 shares of the iPhone maker’s stock after selling 662 shares during the pe…",2025-02-24T08:49:13Z,https://www.etfdailynews.com/2025/02/24/apple-inc-nasdaqaapl-stake-lessened-by-armstrong-henry-h-associates-inc/,NEUTRAL,0.9878422021865845,0
AAPL,What is Zacks Research’s Forecast for Apple FY2025 Earnings?,"Apple Inc. (NASDAQ:AAPL – Free Report) – Analysts at Zacks Research decreased their FY2025 EPS estimates for Apple in a research note issued on Thursday, February 20th. Zacks Research analyst A. Ganguly now expects that the iPhone maker will post earnings of …",2025-02-24T08:00:50Z,https://www.etfdailynews.com/2025/02/24/what-is-zacks-researchs-forecast-for-apple-fy2025-earnings/,NEGATIVE,0.9930154085159302,-0.9930154085159302
AAPL,Best Retail Stocks To Watch Today – February 22nd,"Tesla, Apple, Amazon.com, Microsoft, Alibaba Group, UnitedHealth Group, and Booking are the seven Retail stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar trading volume of any Retail stocks within th…",2025-02-24T07:05:02Z,https://www.etfdailynews.com/2025/02/24/best-retail-stocks-to-watch-today-february-22nd/,POSITIVE,0.682335615158081,0.682335615158081
AAPL,Apple (NASDAQ:AAPL) Price Target Raised to $215.00,"Apple (NASDAQ:AAPL – Free Report) had its price target raised by Maxim Group to $215.00 in a research note published on Friday,Stock Target Advisor reports. Maxim Group currently has a hold rating on the iPhone maker’s stock. A number of other equities resear…",2025-02-24T06:28:58Z,https://www.etfdailynews.com/2025/02/24/apple-nasdaqaapl-price-target-raised-to-215-00/,NEUTRAL,0.7147577404975891,0
AAPL,기술은 뒤쳐졌고 가격 비싼 K-배터리 어디다 팔 건데?,"BYD confirms plans for EVs with all-solid-state batteries to begin rolling out in 2027 https://t.co/ZIYnNl9CCc by @EVPeteJohnson— Electrek.co (@ElectrekCo) February 17, 2025 In the past few years, $AAPL added a USB-C port while Xiaomi built a car. https://t.c…",2025-02-24T05:58:34Z,https://ryueyes11.tistory.com/511500,NEUTRAL,0.9999613761901855,0
AAPL,Mac mini (2024)を縦置きにして電源ボタンやI/OポートへアクセスしやすくするM.2 SSDスロット付きの10-in-1 USB-Cスタンド「ORICO MiniDock」レビュー。,"Mac mini (2024)を縦置きにして電源や背面のI/OポートへアクセスしやすくしたM.2 Type-2280 SSDスロット付きの10-in-1 USB-Cスタンド「ORICO MiniDock」レビューです。 […]
The post Mac mini (2024)を縦置きにして電源ボタンやI/OポートへアクセスしやすくするM.2 SSDスロット付きの10-in-1 USB-Cスタンド「ORICO MiniDock」レビュー。 first appeared on AAPL Ch..",2025-02-24T00:07:02Z,https://applech2.com/archives/20250224-oricoo-minidock-for-mac-mini-m4-review.html,NEUTRAL,0.999269425868988,0
AAPL,Granite Bay Wealth Management LLC Raises Stake in Apple Inc. (NASDAQ:AAPL),"Granite Bay Wealth Management LLC grew its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.9% in the fourth quarter, Holdings Channel reports. The firm owned 36,603 shares of the iPhone maker’s stock after acquiring an additional 310 shares dur…",2025-02-23T09:13:05Z,https://www.etfdailynews.com/2025/02/23/granite-bay-wealth-management-llc-raises-stake-in-apple-inc-nasdaqaapl/,NEUTRAL,0.9600508809089661,0
AAPL,Apple Inc. (NASDAQ:AAPL) Shares Acquired by Tsfg LLC,"Tsfg LLC increased its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 2.0% in the 4th quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 54,933 shares of the iPhone maker’s stock…",2025-02-23T09:12:55Z,https://www.etfdailynews.com/2025/02/23/apple-inc-nasdaqaapl-shares-acquired-by-tsfg-llc/,NEUTRAL,0.9987092018127441,0
AAPL,Signet Financial Management LLC Sells 798 Shares of Apple Inc. (NASDAQ:AAPL),"Signet Financial Management LLC decreased its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% during the 4th quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The firm owned 145,673…",2025-02-23T08:41:03Z,https://www.etfdailynews.com/2025/02/23/signet-financial-management-llc-sells-798-shares-of-apple-inc-nasdaqaapl/,NEUTRAL,0.9913630485534668,0
AAPL,Marion Wealth Management Boosts Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Marion Wealth Management raised its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.1% during the fourth quarter, HoldingsChannel reports. The firm owned 36,402 shares of the iPhone maker’s stock after purchasing an additional 400 shares dur…",2025-02-23T08:41:00Z,https://www.etfdailynews.com/2025/02/23/marion-wealth-management-boosts-stock-holdings-in-apple-inc-nasdaqaapl/,POSITIVE,0.9999023675918579,0.9999023675918579
AAPL,Sunflower Bank N.A. Has $3.49 Million Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Sunflower Bank N.A. boosted its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 2.0% in the 4th quarter, according to its most recent Form 13F filing with the SEC. The fund owned 13,933 shares of the iPhone maker’s stock after purchasing an addit…",2025-02-23T08:40:59Z,https://www.etfdailynews.com/2025/02/23/sunflower-bank-n-a-has-3-49-million-stock-holdings-in-apple-inc-nasdaqaapl/,NEUTRAL,0.9991331696510315,0
AAPL,Friedenthal Financial Increases Stake in Apple Inc. (NASDAQ:AAPL),"Friedenthal Financial boosted its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 704.2% during the 4th quarter, according to its most recent 13F filing with the SEC. The fund owned 4,648 shares of the iPhone maker’s stock after purchasing an …",2025-02-23T08:40:58Z,https://www.etfdailynews.com/2025/02/23/friedenthal-financial-increases-stake-in-apple-inc-nasdaqaapl/,POSITIVE,0.6538560390472412,0.6538560390472412
TSLA,Best Solar Stocks To Add to Your Watchlist – February 22nd,"Tesla, GE Vernova, and Berkshire Hathaway are the three Solar stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar trading volume of any Solar stocks within the last several days. Tesla (TSLA) Tesla, Inc…",2025-02-24T07:05:05Z,https://www.etfdailynews.com/2025/02/24/best-solar-stocks-to-add-to-your-watchlist-february-22nd/,NEUTRAL,0.9914700388908386,0
