ticker,date,title,compound,label,score,url
AAPL,2025-02-24,"Nvidia to report Q4 earnings Wednesday as tariff, export control threats loom",0.0,NEUTRAL,0.9999767541885376,https://finance.yahoo.com/news/nvidia-to-report-q4-earnings-wednesday-as-tariff-export-control-threats-loom-090009145.html
AAPL,2025-02-24,Dale Q Rice Investment Management Ltd Makes New $55.17 Million Investment in Apple Inc. (NASDAQ:AAPL),0.0,NEUTRAL,0.9999791383743286,https://www.etfdailynews.com/2025/02/24/dale-q-rice-investment-management-ltd-makes-new-55-17-million-investment-in-apple-inc-nasdaqaapl/
AAPL,2025-02-24,Christensen King & Associates Investment Services Inc. Sells 188 Shares of Apple Inc. (NASDAQ:AAPL),0.0,NEUTRAL,0.9500507712364197,https://www.etfdailynews.com/2025/02/24/christensen-king-associates-investment-services-inc-sells-188-shares-of-apple-inc-nasdaqaapl/
AAPL,2025-02-24,Apple Inc. (NASDAQ:AAPL) Shares Acquired by Shira Ridge Wealth Management,0.0,NEUTRAL,0.7748889327049255,https://www.etfdailynews.com/2025/02/24/apple-inc-nasdaqaapl-shares-acquired-by-shira-ridge-wealth-management/
AAPL,2025-02-24,"Hart & Patterson Financial Group LLC Has $895,000 Holdings in Apple Inc. (NASDAQ:AAPL)",0.0,NEUTRAL,0.9930672645568848,https://www.etfdailynews.com/2025/02/24/hart-patterson-financial-group-llc-has-895000-holdings-in-apple-inc-nasdaqaapl/
AAPL,2025-02-24,Apple Inc. (NASDAQ:AAPL) Stock Holdings Boosted by Horizon Bancorp Inc. IN,0.0,NEUTRAL,0.9963153004646301,https://www.etfdailynews.com/2025/02/24/apple-inc-nasdaqaapl-stock-holdings-boosted-by-horizon-bancorp-inc-in/
AAPL,2025-02-24,Apple Inc. (NASDAQ:AAPL) Shares Sold by AAFMAA Wealth Management & Trust LLC,0.0,NEUTRAL,0.9999363422393799,https://www.etfdailynews.com/2025/02/24/apple-inc-nasdaqaapl-shares-sold-by-aafmaa-wealth-management-trust-llc/
AAPL,2025-02-24,Exeter Financial LLC Has $10.89 Million Stake in Apple Inc. (NASDAQ:AAPL),0.0,NEUTRAL,0.996944010257721,https://www.etfdailynews.com/2025/02/24/exeter-financial-llc-has-10-89-million-stake-in-apple-inc-nasdaqaapl/
AAPL,2025-02-24,Apple Inc. (NASDAQ:AAPL) Stake Lessened by Armstrong Henry H Associates Inc.,0.0,NEUTRAL,0.9878422021865845,https://www.etfdailynews.com/2025/02/24/apple-inc-nasdaqaapl-stake-lessened-by-armstrong-henry-h-associates-inc/
AAPL,2025-02-24,What is Zacks Research’s Forecast for Apple FY2025 Earnings?,-0.9930154085159302,NEGATIVE,0.9930154085159302,https://www.etfdailynews.com/2025/02/24/what-is-zacks-researchs-forecast-for-apple-fy2025-earnings/
AAPL,2025-02-24,Best Retail Stocks To Watch Today – February 22nd,0.682335615158081,POSITIVE,0.682335615158081,https://www.etfdailynews.com/2025/02/24/best-retail-stocks-to-watch-today-february-22nd/
AAPL,2025-02-24,Apple (NASDAQ:AAPL) Price Target Raised to $215.00,0.0,NEUTRAL,0.7147577404975891,https://www.etfdailynews.com/2025/02/24/apple-nasdaqaapl-price-target-raised-to-215-00/
AAPL,2025-02-24,기술은 뒤쳐졌고 가격 비싼 K-배터리 어디다 팔 건데?,0.0,NEUTRAL,0.9999613761901855,https://ryueyes11.tistory.com/511500
AAPL,2025-02-24,Mac mini (2024)を縦置きにして電源ボタンやI/OポートへアクセスしやすくするM.2 SSDスロット付きの10-in-1 USB-Cスタンド「ORICO MiniDock」レビュー。,0.0,NEUTRAL,0.999269425868988,https://applech2.com/archives/20250224-oricoo-minidock-for-mac-mini-m4-review.html
AAPL,2025-02-23,Granite Bay Wealth Management LLC Raises Stake in Apple Inc. (NASDAQ:AAPL),0.0,NEUTRAL,0.9600508809089661,https://www.etfdailynews.com/2025/02/23/granite-bay-wealth-management-llc-raises-stake-in-apple-inc-nasdaqaapl/
AAPL,2025-02-23,Apple Inc. (NASDAQ:AAPL) Shares Acquired by Tsfg LLC,0.0,NEUTRAL,0.9987092018127441,https://www.etfdailynews.com/2025/02/23/apple-inc-nasdaqaapl-shares-acquired-by-tsfg-llc/
AAPL,2025-02-23,Signet Financial Management LLC Sells 798 Shares of Apple Inc. (NASDAQ:AAPL),0.0,NEUTRAL,0.9913630485534668,https://www.etfdailynews.com/2025/02/23/signet-financial-management-llc-sells-798-shares-of-apple-inc-nasdaqaapl/
AAPL,2025-02-23,Marion Wealth Management Boosts Stock Holdings in Apple Inc. (NASDAQ:AAPL),0.9999023675918579,POSITIVE,0.9999023675918579,https://www.etfdailynews.com/2025/02/23/marion-wealth-management-boosts-stock-holdings-in-apple-inc-nasdaqaapl/
AAPL,2025-02-23,Sunflower Bank N.A. Has $3.49 Million Stock Holdings in Apple Inc. (NASDAQ:AAPL),0.0,NEUTRAL,0.9991331696510315,https://www.etfdailynews.com/2025/02/23/sunflower-bank-n-a-has-3-49-million-stock-holdings-in-apple-inc-nasdaqaapl/
AAPL,2025-02-23,Friedenthal Financial Increases Stake in Apple Inc. (NASDAQ:AAPL),0.6538560390472412,POSITIVE,0.6538560390472412,https://www.etfdailynews.com/2025/02/23/friedenthal-financial-increases-stake-in-apple-inc-nasdaqaapl/
AAPL,2025-02-23,Apple Inc. (NASDAQ:AAPL) Holdings Boosted by Northstar Advisory Group LLC,0.0,NEUTRAL,0.9248827695846558,https://www.etfdailynews.com/2025/02/23/apple-inc-nasdaqaapl-holdings-boosted-by-northstar-advisory-group-llc/
TSLA,2025-02-24,Best Solar Stocks To Add to Your Watchlist – February 22nd,0.0,NEUTRAL,0.9914700388908386,https://www.etfdailynews.com/2025/02/24/best-solar-stocks-to-add-to-your-watchlist-february-22nd/
TSLA,2025-02-24,Top Electric Vehicle Stocks To Research – February 22nd,0.0,NEUTRAL,0.9659278392791748,https://www.etfdailynews.com/2025/02/24/top-electric-vehicle-stocks-to-research-february-22nd/
TSLA,2025-02-24,Best Retail Stocks To Watch Today – February 22nd,0.682335615158081,POSITIVE,0.682335615158081,https://www.etfdailynews.com/2025/02/24/best-retail-stocks-to-watch-today-february-22nd/
TSLA,2025-02-24,기술은 뒤쳐졌고 가격 비싼 K-배터리 어디다 팔 건데?,0.0,NEUTRAL,0.9999613761901855,https://ryueyes11.tistory.com/511500
TSLA,2025-02-24,Uber's CEO said he still wants robotaxis — and he's keeping the door open for Musk,0.0,NEUTRAL,0.9993659853935242,https://www.businessinsider.com/uber-ceo-wants-tesla-robotaxi-elon-musk-waymo-2025-2
TSLA,2025-02-24,김건희 親中 배터리 일당 구속 가즈아,-0.5569909811019897,NEGATIVE,0.5569909811019897,https://ryueyes11.tistory.com/511499
TSLA,2025-02-23,"이재명, 중도·보수 연대 필승이다.",-0.710274338722229,NEGATIVE,0.710274338722229,https://ryueyes11.tistory.com/511498
TSLA,2025-02-22,관세는 트럼프 거래의 기술 중 하나일 뿐,0.0,NEUTRAL,0.6815971732139587,https://ryueyes11.tistory.com/511497
TSLA,2025-02-21,Elon Musk's DOGE is going after the agencies that regulate his companies,0.0,NEUTRAL,0.9994157552719116,https://qz.com/elon-musk-doge-nhtsa-tesla-neuralink-spacex-fda-faa-1851765781
TSLA,2025-02-21,Automotive Stocks To Add to Your Watchlist – February 19th,0.0,NEUTRAL,0.9999988079071045,https://www.etfdailynews.com/2025/02/21/automotive-stocks-to-add-to-your-watchlist-february-19th/
TSLA,2025-02-21,트럼프·머스크 때문에 유럽에서 벌어진 일...,0.0,NEUTRAL,0.9986116886138916,https://ryueyes11.tistory.com/511496
TSLA,2025-02-21,"윤석열·국민의힘이 ""소모품""으로 쓰고 폐기시킨 한동훈·이준석",-0.9995571970939636,NEGATIVE,0.9995571970939636,https://ryueyes11.tistory.com/511495
TSLA,2025-02-21,"사형 또는 무기징역 윤석열...""빨리 직무 복귀 하겠다""",0.0,NEUTRAL,0.9997643828392029,https://ryueyes11.tistory.com/511494
